Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
8.0,0.5721,"data, computer, technology, media, information, company, software, design, system, digital",Digitization.txt
11.0,0.5969,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Milankovitch_cycles.txt
10.0,0.4006,"made, material, materials, process, water, concrete, high, glass, plastic, wood",sawdust.txt
14.0,0.4492,"economic, government, law, public, market, company, international, united_states, state, countries",Community_economic_development.txt
8.0,0.4993,"data, computer, technology, media, information, company, software, design, system, digital",Dell.txt
6.0,0.4329,"university, work, art, american, published, book, time, history, new_york, life",journals.txt
9.0,0.6965,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Alkane.txt
9.0,0.5646,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",diethyl_ether.txt
2.0,0.7343,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",elastic_deformation.txt
10.0,0.437,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Book:Concrete.txt
1.0,0.3346,"research, management, social, systems, design, development, science, system, information, process",Mathematics.txt
12.0,0.4158,"city, university, state, area, park, national, school, road, cities, urban",Keppel_Corporation.txt
10.0,0.7585,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Crate.txt
1.0,0.6099,"research, management, social, systems, design, development, science, system, information, process",Marketing_research.txt
9.0,0.4939,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Superalloy.txt
7.0,0.2964,"philosophy, theory, social, human, world, language, political, nature, history, thought",humanity.txt
12.0,0.5037,"city, university, state, area, park, national, school, road, cities, urban",2+1_road.txt
12.0,0.5004,"city, university, state, area, park, national, school, road, cities, urban",New_Delhi.txt
6.0,0.5708,"university, work, art, american, published, book, time, history, new_york, life",William_Crookes.txt
8.0,0.5108,"data, computer, technology, media, information, company, software, design, system, digital",Inventory_management_software.txt
5.0,0.492,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Environmental_impact_assessment.txt
6.0,0.3932,"university, work, art, american, published, book, time, history, new_york, life",James_Grier_Miller.txt
9.0,0.8205,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Organotins.txt
14.0,0.3098,"economic, government, law, public, market, company, international, united_states, state, countries",political_economy.txt
10.0,0.6381,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Plug_and_feather.txt
6.0,0.2798,"university, work, art, american, published, book, time, history, new_york, life",Marcel_Dekker.txt
14.0,0.4609,"economic, government, law, public, market, company, international, united_states, state, countries",Food_Not_Bombs.txt
11.0,0.2744,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",aerenchyma.txt
11.0,0.3955,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Peak_water.txt
7.0,0.4556,"philosophy, theory, social, human, world, language, political, nature, history, thought",Michael_Dummett.txt
4.0,0.8338,"world, country, population, war, government, people, state, national, europe, largest",Korea.txt
0.0,0.1451,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Fragilariophyceae.txt
9.0,0.6093,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",gadolinite.txt
0.0,0.4567,"species, plants, plant, animals, food, animal, population, fish, organisms, found",gardening.txt
5.0,0.3691,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",land_use.txt
5.0,0.3631,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",product_stewardship.txt
1.0,0.4209,"research, management, social, systems, design, development, science, system, information, process",High-level.txt
1.0,0.5481,"research, management, social, systems, design, development, science, system, information, process",Chemistry_education.txt
6.0,0.3095,"university, work, art, american, published, book, time, history, new_york, life",Clarence_Perry.txt
8.0,0.2741,"data, computer, technology, media, information, company, software, design, system, digital",Trashion.txt
10.0,0.7119,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Glass_milk_bottle.txt
5.0,0.5237,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Omni_Processor.txt
14.0,0.4853,"economic, government, law, public, market, company, international, united_states, state, countries",Lindahl_tax.txt
13.0,0.4991,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Crosswind.txt
2.0,0.6507,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",semiconductor.txt
10.0,0.5947,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Cornmeal.txt
14.0,0.5368,"economic, government, law, public, market, company, international, united_states, state, countries",gender_equality.txt
0.0,0.5925,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Strelitzia_reginae.txt
14.0,0.3044,"economic, government, law, public, market, company, international, united_states, state, countries",United_States_Fish_and_Wildlife_Service.txt
13.0,0.354,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Demand_factor.txt
13.0,0.3048,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Electric_platform_truck.txt
5.0,0.2731,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",DPSIR.txt
1.0,0.4383,"research, management, social, systems, design, development, science, system, information, process",Dominance.txt
10.0,0.5213,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Popcorn_maker.txt
14.0,0.5745,"economic, government, law, public, market, company, international, united_states, state, countries",corporate_power.txt
10.0,0.7981,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Vacuum_packaging.txt
12.0,0.5423,"city, university, state, area, park, national, school, road, cities, urban",Park_&_Ride.txt
9.0,0.3077,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",ferrites.txt
8.0,0.5187,"data, computer, technology, media, information, company, software, design, system, digital",Alphabet_Inc..txt
12.0,0.4434,"city, university, state, area, park, national, school, road, cities, urban",Dent.txt
12.0,0.4154,"city, university, state, area, park, national, school, road, cities, urban",Retirement_community.txt
7.0,0.7288,"philosophy, theory, social, human, world, language, political, nature, history, thought",World.txt
3.0,0.48,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",biotransformation.txt
8.0,0.3607,"data, computer, technology, media, information, company, software, design, system, digital",Design_around.txt
12.0,0.4969,"city, university, state, area, park, national, school, road, cities, urban",Facadism.txt
1.0,0.3775,"research, management, social, systems, design, development, science, system, information, process",Energy_Systems_Language.txt
6.0,0.4587,"university, work, art, american, published, book, time, history, new_york, life",Tony_Blair.txt
1.0,0.4721,"research, management, social, systems, design, development, science, system, information, process",Michael_Porter.txt
9.0,0.4714,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Inorganic.txt
7.0,0.6373,"philosophy, theory, social, human, world, language, political, nature, history, thought",Jürgen_Habermas.txt
6.0,0.3755,"university, work, art, american, published, book, time, history, new_york, life",Mahatma_Gandhi.txt
9.0,0.5685,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",nickel-iron.txt
10.0,0.3435,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Plastics_industry.txt
1.0,0.5425,"research, management, social, systems, design, development, science, system, information, process",Geodesign.txt
7.0,0.7046,"philosophy, theory, social, human, world, language, political, nature, history, thought",Martin_Heidegger.txt
12.0,0.4019,"city, university, state, area, park, national, school, road, cities, urban",Complete_streets.txt
3.0,0.6466,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",carotenoids.txt
2.0,0.4946,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Foam.txt
14.0,0.3512,"economic, government, law, public, market, company, international, united_states, state, countries",Flight_sharing.txt
4.0,0.4847,"world, country, population, war, government, people, state, national, europe, largest",Canada.txt
2.0,0.5454,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",self-assembly.txt
10.0,0.3949,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Facades.txt
